id,handle,first_name,last_name,email,street,city,state,gender_identity,real_food_affinity,luxury_brand_affinity,tech_gadget_affinity,travel_affinity,cost_per_impression
576,rrembaudfz,Ric,Rembaud,rrembaudfz@wordpress.com,72901 Aberg Center,Spokane,Washington,Genderfluid,0.49,0.33,0.66,0.74,34
577,nsmolang0,Noel,Smolan,nsmolang0@mapquest.com,139 Troy Center,Milwaukee,Wisconsin,Genderfluid,0.17,0.9,0.79,0.64,29
579,ecattermoulg2,Ev,Cattermoul,ecattermoulg2@livejournal.com,929 Pennsylvania Pass,Bethesda,Maryland,Bigender,0.66,0.9,0.5,0.72,84
580,estaubyng3,Eba,St. Aubyn,estaubyng3@reverbnation.com,4484 Sachs Hill,Baton Rouge,Louisiana,Polygender,0.51,0.3,0.04,0.14,70
581,mscullardg4,Melina,Scullard,mscullardg4@google.ca,8442 Meadow Vale Pass,Birmingham,Alabama,Female,0.61,0.29,0.52,0.73,67
582,rutleyg5,Rhea,Utley,rutleyg5@washingtonpost.com,3749 Crownhardt Pass,Honolulu,Hawaii,Female,0.18,0.07,0.99,0.37,77
584,gmckallg7,Giovanni,McKall,gmckallg7@twitter.com,7769 Crowley Alley,Miami,Florida,Female,0.82,0.05,0.88,0.57,48
585,rcrawg8,Rog,Craw,rcrawg8@jalbum.net,4923 East Court,Bonita Springs,Florida,Genderqueer,0.67,0.66,0.87,0.71,43
586,jmertschingg9,Jania,Mertsching,jmertschingg9@amazon.com,786 Morrow Trail,Philadelphia,Pennsylvania,Male,0.24,0.34,0.78,0.91,64
587,jberisfordga,Jean,Berisford,jberisfordga@cbsnews.com,18 Westerfield Plaza,Midland,Texas,Polygender,0.87,0.76,0.75,0.26,70
588,gfranegb,Gisele,Frane,gfranegb@mozilla.com,96 Northwestern Place,Philadelphia,Pennsylvania,Genderqueer,0.9,0.85,0.04,0.7,96
589,gchurchmangc,Gonzales,Churchman,gchurchmangc@bloglines.com,487 Dawn Point,Meridian,Mississippi,Male,0.78,0.66,0.76,0.58,25
590,lgensavagegd,Lonni,Gensavage,lgensavagegd@w3.org,76 Delladonna Place,Baltimore,Maryland,Agender,0.11,0.99,0.08,0.37,78
591,ggassge,Gunter,Gass,ggassge@istockphoto.com,14 Canary Park,Columbus,Mississippi,Non-binary,0.62,0.14,0.61,0.62,94
592,lgreevesongf,Lena,Greeveson,lgreevesongf@creativecommons.org,88 Fallview Lane,Topeka,Kansas,Genderqueer,0.12,0.66,0.83,0.8,35
594,hrobeirogh,Hilda,Robeiro,hrobeirogh@yale.edu,502 Norway Maple Center,Pocatello,Idaho,Genderfluid,0.24,0.48,0.86,0.9,25
595,tbarbygi,Tonya,Barby,tbarbygi@zimbio.com,13 Prairieview Place,Harrisburg,Pennsylvania,Non-binary,0.85,0.5,0.16,0.78,8
596,egludorgj,Enos,Gludor,egludorgj@mtv.com,9034 Harbort Street,San Francisco,California,Non-binary,0.94,0.4,0.09,0.92,56
597,esauvangk,Ertha,Sauvan,esauvangk@ebay.co.uk,07 Pankratz Circle,Winter Haven,Florida,Non-binary,0.08,0.58,0.88,0.1,81
598,blashamgl,Brina,Lasham,blashamgl@cmu.edu,88997 Moulton Point,Indianapolis,Indiana,Bigender,0.91,0.23,0.75,0.26,49
599,ilitchfieldgm,Ilene,Litchfield,ilitchfieldgm@tiny.cc,1 Eliot Crossing,Birmingham,Alabama,Genderqueer,0.49,0.05,0.56,0.68,73
600,cottosengn,Corrianne,Ottosen,cottosengn@google.co.uk,9 7th Drive,Salt Lake City,Utah,Genderfluid,0.18,0.41,0.97,0.35,43
601,wschlaghgo,Welbie,Schlagh,wschlaghgo@geocities.jp,4 Kingsford Road,Philadelphia,Pennsylvania,Genderfluid,0.9,0.1,0.11,0.34,1
602,clonginagp,Carr,Longina,clonginagp@bloglines.com,8154 Nobel Plaza,Chicago,Illinois,Female,0.66,0.77,0.57,0.51,99
603,mtessingtongq,Marinna,Tessington,mtessingtongq@prlog.org,16 Autumn Leaf Lane,Young America,Minnesota,Agender,0.69,0.97,0.21,0.53,38
604,rfitzalangr,Rollin,FitzAlan,rfitzalangr@printfriendly.com,9 Banding Terrace,Anchorage,Alaska,Agender,0.53,0.09,0.77,0.19,39
605,wferronegs,Westley,Ferrone,wferronegs@walmart.com,19 Bunting Plaza,Danbury,Connecticut,Genderqueer,0.96,0.84,0.31,0.61,19
606,kmogragt,Kesley,Mogra,kmogragt@slashdot.org,62511 Washington Crossing,Los Angeles,California,Female,0.59,0.33,0.43,0.58,7
607,hakastergu,Horatius,Akaster,hakastergu@elpais.com,055 Kensington Court,Brooklyn,New York,Polygender,0.41,0.79,0.91,0.53,84
608,ssandevergv,Shirley,Sandever,ssandevergv@bloomberg.com,47089 International Park,Waterloo,Iowa,Female,0.56,0.57,0.58,0.71,34
609,jarlottgw,Jilleen,Arlott,jarlottgw@instagram.com,1 Red Cloud Place,Houston,Texas,Non-binary,0.45,0.42,0.83,0.88,54
610,sgrayshongx,Saundra,Grayshon,sgrayshongx@creativecommons.org,7 Barnett Road,Charleston,South Carolina,Agender,0.87,0.43,0.21,0.82,32
611,sastillgy,Salmon,Astill,sastillgy@mozilla.org,56 Cherokee Way,Portland,Oregon,Bigender,0.16,0.63,0.05,0.98,49
612,dblackneygz,Di,Blackney,dblackneygz@statcounter.com,81 Lillian Alley,Lima,Ohio,Genderqueer,0.76,0.09,0.85,0.66,34
613,rlynaghh0,Riki,Lynagh,rlynaghh0@jigsy.com,70096 Spenser Lane,Englewood,Colorado,Genderfluid,0.61,0.41,0.39,0.7,50
614,ioverstreeth1,Ivie,Overstreet,ioverstreeth1@va.gov,6613 Rutledge Avenue,Boston,Massachusetts,Genderqueer,0.23,0.91,0.87,0.35,98
615,rrothonh2,Ronda,Rothon,rrothonh2@domainmarket.com,05 Lakeland Alley,Denver,Colorado,Female,0.05,0.64,0.94,0.88,60
616,fpriscotth3,Fidelia,Priscott,fpriscotth3@fema.gov,9 Brown Junction,Charleston,West Virginia,Agender,0.51,0.29,0.75,0.82,28
617,pgoodbarneh4,Phelia,Goodbarne,pgoodbarneh4@hexun.com,26 Florence Way,Charlotte,North Carolina,Polygender,0.43,0.56,0.31,0.29,30
618,lwrightemh5,Lonnie,Wrightem,lwrightemh5@dmoz.com,07 Grim Hill,Spring,Texas,Genderfluid,0.37,0.66,0.69,0.64,11
619,lsturgish6,Lynnette,Sturgis,lsturgish6@technorati.com,10534 Eagle Crest Parkway,Fresno,California,Male,0.01,0.02,0.88,0.4,57
620,rwaistellh7,Rhody,Waistell,rwaistellh7@t.co,00010 Schmedeman Trail,Topeka,Kansas,Non-binary,0.94,0.32,0.08,0.56,67
621,fblackerh8,Faye,Blacker,fblackerh8@technorati.com,93 Bultman Plaza,Portland,Oregon,Genderfluid,0.61,0.83,0.08,0.29,7
622,kkattenhornh9,Kelvin,Kattenhorn,kkattenhornh9@cam.ac.uk,26254 Tennyson Road,Brooklyn,New York,Genderfluid,0.63,0.45,0.36,0.59,43
623,pcreeganha,Phip,Creegan,pcreeganha@house.gov,176 Meadow Vale Parkway,Washington,District of Columbia,Male,0.12,0.2,0.45,0.63,84
624,eetheridgehb,Emilia,Etheridge,eetheridgehb@amazon.de,41 Norway Maple Avenue,Fairbanks,Alaska,Male,0.5,0.51,0.89,0.42,76
625,tsoanehc,Thorsten,Soane,tsoanehc@nps.gov,78 Oxford Parkway,Detroit,Michigan,Female,0.92,0.34,0.89,0.04,99
626,jlaithd,Jilly,Lait,jlaithd@zimbio.com,4 Shelley Terrace,Houston,Texas,Agender,0.1,0.01,0.56,0.33,14
627,fcullingfordhe,Fania,Cullingford,fcullingfordhe@bbb.org,1283 Laurel Alley,Minneapolis,Minnesota,Bigender,0.33,0.15,0.92,0.54,54
628,mlebrumhf,Melisande,Le Brum,mlebrumhf@canalblog.com,75 Kings Place,Rochester,New York,Agender,0.81,0.03,0.86,0.25,18
629,acrosihg,Allyn,Crosi,acrosihg@examiner.com,069 Fieldstone Park,Hattiesburg,Mississippi,Polygender,0.82,0.62,0.15,0.7,80
630,dscaplehornhh,Dorie,Scaplehorn,dscaplehornhh@state.gov,68 Warner Road,Baton Rouge,Louisiana,Non-binary,0.97,0.7,0.84,0.53,73
631,rmacgillicuddyhi,Rivkah,MacGillicuddy,rmacgillicuddyhi@chicagotribune.com,0 Marcy Crossing,Miami,Florida,Non-binary,0.29,0.43,0.75,0.67,29
632,rmcphilemyhj,Rene,McPhilemy,rmcphilemyhj@redcross.org,0 Carberry Plaza,Aurora,Colorado,Bigender,0.61,0.73,0.46,0.26,73
633,hkermathhk,Huntington,Kermath,hkermathhk@com.com,3542 Eliot Junction,Peoria,Illinois,Non-binary,0.1,0.29,0.92,0.35,52
634,mduckelshl,Maighdiln,Duckels,mduckelshl@quantcast.com,2 Crownhardt Avenue,Macon,Georgia,Genderqueer,0.52,0.66,0.07,0.88,84
635,bludewighm,Brigg,Ludewig,bludewighm@so-net.ne.jp,35 Fordem Center,Bloomington,Indiana,Male,0.82,0.61,0.46,0.64,63
636,jcumberledgehn,Jody,Cumberledge,jcumberledgehn@auda.org.au,7334 Di Loreto Way,Columbus,Ohio,Female,0.51,0.37,0.05,0.44,13
637,ckoppesho,Callie,Koppes,ckoppesho@is.gd,6 Warner Center,Roanoke,Virginia,Non-binary,0.42,0.12,0.52,0.32,46
638,fcurdshp,Farlay,Curds,fcurdshp@youtube.com,5896 Maywood Plaza,Greensboro,North Carolina,Genderfluid,0.72,0.4,0.69,0.5,45
639,jquinnellhq,Joana,Quinnell,jquinnellhq@virginia.edu,1 3rd Avenue,Fort Lauderdale,Florida,Agender,0.12,0.69,0.91,0.7,84
640,bwestreyhr,Bobbye,Westrey,bwestreyhr@feedburner.com,747 Tomscot Center,Wichita,Kansas,Female,0.24,0.89,0.49,0.87,71
641,spavlitschekhs,Sly,Pavlitschek,spavlitschekhs@twitter.com,85272 Harbort Point,Milwaukee,Wisconsin,Agender,0.88,0.87,0.67,0.96,7
642,tbadenht,Tammara,Baden,tbadenht@hatena.ne.jp,3798 Drewry Road,New Orleans,Louisiana,Genderqueer,0.59,0.23,0.74,0.38,86
643,sbalehu,Seamus,Bale,sbalehu@dailymail.co.uk,3163 Columbus Hill,Albuquerque,New Mexico,Genderfluid,0.88,0.12,0.42,0.58,77
644,hrowneyhv,Helsa,Rowney,hrowneyhv@feedburner.com,60 Canary Junction,Garden Grove,California,Non-binary,0.85,0.47,0.52,0.99,91
646,cwisamhx,Carena,Wisam,cwisamhx@amazonaws.com,7 Nobel Place,Minneapolis,Minnesota,Male,0.56,0.88,0.71,0.06,63
647,gjolyhy,Gloria,Joly,gjolyhy@nbcnews.com,29078 Gale Terrace,Rockford,Illinois,Female,0.35,0.39,0.74,0.58,10
648,tgillingshz,Tiffanie,Gillings,tgillingshz@theatlantic.com,81287 Hollow Ridge Point,Springfield,Missouri,Male,1.0,0.93,0.69,0.93,33
649,bstraceyi0,Brandea,Stracey,bstraceyi0@alibaba.com,9569 Di Loreto Circle,Beaverton,Oregon,Agender,0.68,0.13,0.1,0.35,4
650,yfoakesi1,Ynez,Foakes,yfoakesi1@ebay.com,06 Maywood Place,New York City,New York,Polygender,0.27,0.0,0.57,0.52,34
651,sricarti2,Suzie,Ricart,sricarti2@cyberchimps.com,40755 Union Trail,Washington,District of Columbia,Bigender,0.73,0.35,0.96,0.23,71
652,ceringeyi3,Collete,Eringey,ceringeyi3@japanpost.jp,21153 Kedzie Road,Gatesville,Texas,Agender,0.33,0.76,0.16,0.52,40
653,ibaldassii4,Ilsa,Baldassi,ibaldassii4@redcross.org,8821 Schiller Lane,Camden,New Jersey,Polygender,0.95,0.06,0.59,0.61,11
654,stakosi5,Salli,Takos,stakosi5@umn.edu,0864 Londonderry Terrace,Portsmouth,Virginia,Non-binary,0.09,0.39,0.15,0.74,21
655,oyakovlevi6,Olympe,Yakovlev,oyakovlevi6@nasa.gov,82 Stephen Plaza,Roanoke,Virginia,Male,0.52,0.12,0.99,0.16,16
656,dauburyi7,Dodie,Aubury,dauburyi7@wufoo.com,70 Rowland Trail,Port Washington,New York,Agender,0.85,0.48,0.11,0.78,29
657,tlelandei8,Tadd,Lelande,tlelandei8@t.co,2 Luster Trail,Virginia Beach,Virginia,Polygender,0.3,0.54,0.11,0.79,31
658,smacgibboni9,Sofie,MacGibbon,smacgibboni9@pbs.org,8 Reindahl Way,Jacksonville,Florida,Polygender,0.22,0.77,0.76,0.3,40
660,gandriolliib,Georgianna,Andriolli,gandriolliib@wunderground.com,06189 Dawn Court,Gary,Indiana,Genderfluid,0.43,0.79,0.26,0.32,35
661,bseific,Beverie,Seif,bseific@fotki.com,67 Barby Place,Laurel,Maryland,Non-binary,0.65,0.22,0.36,0.91,90
662,sgledhillid,Sig,Gledhill,sgledhillid@parallels.com,4967 Walton Pass,Riverside,California,Male,0.48,0.28,0.91,0.74,34
663,tbeardonie,Therine,Beardon,tbeardonie@nba.com,4530 Mcguire Junction,Boston,Massachusetts,Genderfluid,0.19,0.45,0.54,0.24,66
664,cpeppardif,Christophorus,Peppard,cpeppardif@e-recht24.de,03445 Northridge Place,Mobile,Alabama,Bigender,0.21,0.96,0.07,0.33,65
665,clindsellig,Casper,Lindsell,clindsellig@delicious.com,96 Jenna Hill,Suffolk,Virginia,Polygender,0.35,0.17,0.61,0.68,49
666,cgirardeyih,Chloris,Girardey,cgirardeyih@usatoday.com,8 Graceland Road,Dallas,Texas,Male,0.53,0.54,0.87,0.52,52
667,sbrendishii,Shani,Brendish,sbrendishii@nhs.uk,6552 Superior Hill,Oklahoma City,Oklahoma,Agender,0.39,0.1,0.22,0.36,86
668,ehanniganeij,Euell,Hannigane,ehanniganeij@msn.com,2658 Brickson Park Court,Birmingham,Alabama,Bigender,0.08,0.66,0.69,0.88,98
669,nstelleik,Norean,Stelle,nstelleik@admin.ch,3 Logan Crossing,El Paso,Texas,Polygender,0.36,0.64,0.93,0.92,1
670,etapplyil,Everett,Tapply,etapplyil@deviantart.com,4391 Arapahoe Terrace,Omaha,Nebraska,Agender,0.73,0.51,0.59,0.55,12
671,rmcgaughieim,Rici,McGaughie,rmcgaughieim@gov.uk,27 Mendota Point,Staten Island,New York,Polygender,0.85,0.94,0.36,0.93,97
672,tcromettin,Tiphani,Cromett,tcromettin@archive.org,68 Annamark Plaza,Wichita,Kansas,Female,0.86,0.07,0.09,0.66,81
674,ebarrittip,Ethan,Barritt,ebarrittip@businessweek.com,4684 Arrowood Road,Memphis,Tennessee,Genderfluid,0.86,0.07,0.96,0.72,51
675,bbutcheriq,Brendan,Butcher,bbutcheriq@guardian.co.uk,1185 Bayside Terrace,Marietta,Georgia,Bigender,0.37,0.06,0.78,0.32,2
676,akuhneir,Abbot,Kuhne,akuhneir@google.de,34569 Mesta Street,Hagerstown,Maryland,Bigender,0.54,0.28,0.02,0.87,94
677,ejacobowiczis,Ernestine,Jacobowicz,ejacobowiczis@goo.gl,3556 Carey Plaza,Cincinnati,Ohio,Male,0.63,0.75,0.57,0.4,85
678,jchalcraftit,Joan,Chalcraft,jchalcraftit@naver.com,32 Farmco Road,Odessa,Texas,Polygender,0.01,0.63,0.11,0.96,20
679,lbrainiu,Lisette,Brain,lbrainiu@cdc.gov,547 Manufacturers Park,Honolulu,Hawaii,Male,0.6,0.64,0.28,0.06,25
680,tdunsmuiriv,Tisha,Dunsmuir,tdunsmuiriv@aol.com,7 Sunnyside Way,Ocala,Florida,Bigender,0.21,0.29,1.0,0.29,10
681,swillcoxiw,Sandi,Willcox,swillcoxiw@cdc.gov,74 Cardinal Lane,Sacramento,California,Bigender,0.57,0.48,0.11,0.12,73
682,wwiginix,Woody,Wigin,wwiginix@vk.com,403 Hudson Drive,Richmond,Virginia,Female,0.12,0.26,0.95,0.98,20
683,colubyiy,Cristen,O'Luby,colubyiy@java.com,5077 Sycamore Lane,Des Moines,Iowa,Non-binary,0.25,0.11,0.54,0.61,40
684,ogilberthorpeiz,Omar,Gilberthorpe,ogilberthorpeiz@yellowbook.com,427 Hagan Hill,Arlington,Virginia,Female,0.93,0.73,0.05,0.4,96
685,kblaszkiewiczj0,Kari,Blaszkiewicz,kblaszkiewiczj0@blogs.com,44934 Schiller Street,Fort Pierce,Florida,Polygender,0.71,0.14,0.65,0.92,96
686,mmalhamj1,Manda,Malham,mmalhamj1@sfgate.com,64931 Stone Corner Center,Mount Vernon,New York,Agender,0.68,0.59,0.35,0.67,75
687,sstendallj2,Samantha,Stendall,sstendallj2@cdbaby.com,82765 Lillian Avenue,Naples,Florida,Agender,0.01,0.33,0.8,0.02,77
688,wurenj3,Wenonah,Uren,wurenj3@businessweek.com,33407 Kropf Court,Huntington Beach,California,Male,0.75,0.01,0.96,0.34,40
689,mkerwoodj4,Marylee,Kerwood,mkerwoodj4@ucoz.ru,4 Annamark Circle,Zephyrhills,Florida,Female,0.82,0.9,0.45,0.78,78
691,mmatulaj6,Minnaminnie,Matula,mmatulaj6@flickr.com,9284 Sachs Road,Shawnee Mission,Kansas,Male,0.13,0.3,0.19,0.6,59
692,ggodbertj7,Gayla,Godbert,ggodbertj7@4shared.com,35396 Dayton Alley,Dallas,Texas,Bigender,0.49,0.34,0.21,0.0,100
693,dfawksj8,Donnie,Fawks,dfawksj8@ihg.com,2 Annamark Hill,Amarillo,Texas,Female,0.15,0.79,0.87,0.25,84
694,eoffnerj9,Edie,Offner,eoffnerj9@cpanel.net,92 Heath Court,El Paso,Texas,Male,0.32,0.47,0.07,0.87,61
696,mgeaterjb,Massimiliano,Geater,mgeaterjb@biblegateway.com,6809 Macpherson Circle,Troy,Michigan,Male,0.42,0.81,0.59,0.22,77
697,bstockingsjc,Brett,Stockings,bstockingsjc@microsoft.com,697 Algoma Place,San Diego,California,Agender,0.1,0.05,0.58,0.26,31
698,kandreassenjd,Katerina,Andreassen,kandreassenjd@jigsy.com,983 Bay Street,Johnson City,Tennessee,Male,0.31,0.93,0.4,0.35,96
699,mmcmackinje,Mirilla,McMackin,mmcmackinje@opensource.org,4879 Crowley Terrace,Roanoke,Virginia,Male,0.23,0.42,0.11,0.64,65
700,hfalconarjf,Humfrey,Falconar,hfalconarjf@hostgator.com,4 Johnson Crossing,Mesa,Arizona,Bigender,0.26,0.4,0.95,0.26,18
701,glanhamjg,Gabriel,Lanham,glanhamjg@bbb.org,2216 Moland Street,Flint,Michigan,Genderqueer,0.09,0.63,0.06,0.94,97
703,adonahueji,Amery,Donahue,adonahueji@hibu.com,8906 Farragut Terrace,Ventura,California,Genderfluid,0.75,0.38,0.55,0.77,33
704,lchaplingjj,Lorne,Chapling,lchaplingjj@omniture.com,2071 Transport Park,Honolulu,Hawaii,Female,0.69,0.68,0.49,0.32,65
705,apohlakjk,Athena,Pohlak,apohlakjk@hubpages.com,47 Quincy Crossing,Minneapolis,Minnesota,Male,0.88,0.93,0.57,0.49,90
706,dgiovanijl,Dare,Giovani,dgiovanijl@patch.com,70397 Mendota Hill,San Jose,California,Female,0.41,0.2,0.41,0.81,64
707,cfelljm,Clarissa,Fell,cfelljm@umn.edu,11272 Iowa Circle,Bonita Springs,Florida,Genderqueer,0.31,0.16,0.76,0.82,60
708,pbeckersjn,Pepe,Beckers,pbeckersjn@sitemeter.com,6 Mockingbird Way,Denver,Colorado,Genderqueer,0.64,0.59,0.28,0.85,21
709,iarnaldyjo,Ivan,Arnaldy,iarnaldyjo@hud.gov,125 Schurz Hill,Columbus,Ohio,Non-binary,0.48,0.28,0.96,1.0,90
710,hkersleyjp,Hirsch,Kersley,hkersleyjp@angelfire.com,61937 Warrior Lane,Independence,Missouri,Bigender,0.19,0.41,0.6,0.6,98
711,dbrideljq,Dmitri,Bridel,dbrideljq@oaic.gov.au,4745 Hoffman Drive,San Jose,California,Agender,0.88,0.45,0.47,0.71,23
712,chauxleyjr,Charles,Hauxley,chauxleyjr@ucoz.com,3358 Bonner Alley,Charlottesville,Virginia,Polygender,0.1,0.03,0.58,0.33,87
713,eburnsidejs,Em,Burnside,eburnsidejs@youtube.com,42 Roth Hill,Gastonia,North Carolina,Genderfluid,0.65,0.39,0.41,0.23,27
714,mjillittjt,Morgen,Jillitt,mjillittjt@privacy.gov.au,1 Blue Bill Park Court,Washington,District of Columbia,Polygender,0.01,0.85,0.05,0.81,60
715,sallowayju,Shelia,Alloway,sallowayju@ifeng.com,6 Del Mar Place,Sacramento,California,Bigender,0.87,0.32,0.86,0.07,1
716,rkilpatrickjv,Rhodia,Kilpatrick,rkilpatrickjv@addthis.com,56483 Hintze Alley,Montgomery,Alabama,Genderqueer,0.78,0.67,0.66,0.73,69
717,ewenhamjw,Evy,Wenham,ewenhamjw@berkeley.edu,50820 Karstens Terrace,Washington,District of Columbia,Bigender,0.62,0.06,0.23,0.9,11
718,bcowwelljx,Bryn,Cowwell,bcowwelljx@bandcamp.com,7169 Warbler Avenue,El Paso,Texas,Polygender,0.15,0.1,0.44,0.71,38
720,hcolegatejz,Hewitt,Colegate,hcolegatejz@sourceforge.net,526 6th Court,Midland,Texas,Genderqueer,0.33,0.86,0.33,0.07,71
721,cwiggallk0,Charmion,Wiggall,cwiggallk0@github.com,752 Del Sol Plaza,Austin,Texas,Genderqueer,0.51,0.24,0.33,0.6,75
722,jkleinhausk1,Jessamyn,Kleinhaus,jkleinhausk1@apache.org,963 Lillian Junction,Phoenix,Arizona,Female,0.72,0.46,0.35,0.16,45
723,cgealyk2,Celinka,Gealy,cgealyk2@trellian.com,084 Eliot Alley,San Bernardino,California,Polygender,0.47,0.4,0.56,0.42,33
725,afolkerdk4,Arluene,Folkerd,afolkerdk4@slideshare.net,638 Mifflin Crossing,El Paso,Texas,Non-binary,0.74,0.25,0.06,0.87,49
726,abesterk5,Anastassia,Bester,abesterk5@goo.ne.jp,95 Reindahl Point,Des Moines,Iowa,Female,0.72,0.0,0.41,0.86,25
727,kmabbek6,Kimberlee,Mabbe,kmabbek6@youtu.be,417 Dottie Trail,Washington,District of Columbia,Bigender,0.01,0.67,0.46,0.64,58
728,vgerreyk7,Vittoria,Gerrey,vgerreyk7@desdev.cn,15709 Bashford Court,Syracuse,New York,Female,0.36,0.14,0.13,0.56,9
729,efraserk8,Eirena,Fraser,efraserk8@businessweek.com,1 Lakewood Gardens Parkway,Seattle,Washington,Bigender,0.88,0.62,0.18,0.24,62
730,bbarliek9,Brande,Barlie,bbarliek9@liveinternet.ru,537 Hansons Junction,Toledo,Ohio,Agender,0.51,0.57,0.12,0.75,64
731,cdarrigoneka,Carolyne,Darrigone,cdarrigoneka@dailymail.co.uk,8 Gina Terrace,Dulles,Virginia,Non-binary,0.92,0.38,0.23,0.78,91
732,bskeenekb,Bertha,Skeene,bskeenekb@earthlink.net,85 Jana Avenue,Colorado Springs,Colorado,Female,0.3,0.63,0.75,0.06,67
733,tpiesoldkc,Taddeo,Piesold,tpiesoldkc@icio.us,40 Northland Way,South Bend,Indiana,Non-binary,0.88,0.34,0.89,0.83,36
734,hgreenmonkd,Heida,Greenmon,hgreenmonkd@last.fm,41303 Almo Junction,Bakersfield,California,Genderqueer,0.84,0.16,0.57,0.34,31
735,rbuckieke,Robyn,Buckie,rbuckieke@scribd.com,0 Graedel Parkway,Stamford,Connecticut,Genderqueer,0.3,0.39,0.89,0.68,66
736,jdanigelkf,Jeanne,Danigel,jdanigelkf@aol.com,2140 Linden Drive,Fort Wayne,Indiana,Genderqueer,0.81,0.25,0.78,0.09,43
737,cughettikg,Clareta,Ughetti,cughettikg@odnoklassniki.ru,82 Merry Pass,Abilene,Texas,Bigender,0.69,0.08,0.68,0.97,78
738,apirronekh,Armin,Pirrone,apirronekh@bloglines.com,773 Dapin Court,Hartford,Connecticut,Genderqueer,0.29,0.09,0.39,0.8,9
739,kjeffreeki,Kellie,Jeffree,kjeffreeki@qq.com,7531 Maple Street,Irving,Texas,Genderqueer,0.26,0.56,1.0,0.13,73
740,ksnelgrovekj,Kariotta,Snelgrove,ksnelgrovekj@ezinearticles.com,25938 Lyons Pass,Corona,California,Bigender,0.83,0.9,0.47,0.57,34
741,nfarmankk,Nananne,Farman,nfarmankk@ibm.com,7825 Petterle Lane,San Diego,California,Male,0.77,0.5,0.96,0.31,74
742,kkimblinkl,Kara-lynn,Kimblin,kkimblinkl@washingtonpost.com,9 Manley Point,Fort Wayne,Indiana,Genderfluid,0.64,0.09,0.41,0.96,57
743,kpereskm,Kevina,Peres,kpereskm@earthlink.net,0 Thompson Alley,Greensboro,North Carolina,Agender,0.55,0.02,0.35,0.43,89
744,imaciejakkn,Izzy,Maciejak,imaciejakkn@hao123.com,4 Pine View Parkway,Washington,District of Columbia,Genderqueer,0.42,0.92,0.61,0.68,48
745,cstanleyko,Colver,Stanley,cstanleyko@yale.edu,47345 Mifflin Center,Chicago,Illinois,Non-binary,0.92,0.55,0.89,0.98,93
746,lholbornkp,Lanny,Holborn,lholbornkp@xinhuanet.com,4738 Oxford Parkway,Honolulu,Hawaii,Female,0.34,0.71,0.81,0.38,50
747,ahamiltonkq,Alexei,Hamilton,ahamiltonkq@shareasale.com,1159 Gateway Drive,Chicago,Illinois,Agender,0.59,0.91,0.1,0.45,99
748,gguillotonkr,Gleda,Guilloton,gguillotonkr@wix.com,256 Amoth Parkway,Jamaica,New York,Male,0.22,0.76,0.58,0.71,21
749,tcardowks,Terri-jo,Cardow,tcardowks@utexas.edu,07 Sunbrook Street,Paterson,New Jersey,Polygender,0.13,0.58,0.2,0.72,42
750,jroebykt,Jodie,Roeby,jroebykt@dedecms.com,2773 Fieldstone Center,Peoria,Illinois,Genderfluid,0.34,0.42,0.91,0.99,23
751,smarrianku,Sella,Marrian,smarrianku@hao123.com,5198 Muir Drive,Garden Grove,California,Bigender,0.46,0.88,0.44,0.24,77
752,gbradbornekv,Gillian,Bradborne,gbradbornekv@hao123.com,1 Southridge Circle,Richmond,Virginia,Genderfluid,0.99,0.61,0.02,0.08,66
753,sstichallkw,Sherwynd,Stichall,sstichallkw@wsj.com,57700 Macpherson Point,Baltimore,Maryland,Male,0.94,0.26,0.36,0.7,89
754,gwhytekx,Gradey,Whyte,gwhytekx@timesonline.co.uk,3 4th Alley,Saint Joseph,Missouri,Genderfluid,0.44,0.81,0.76,0.56,85
755,ewetternky,Emmy,Wettern,ewetternky@about.me,84759 Sugar Park,Austin,Texas,Female,0.35,0.01,0.71,0.81,32
756,amephamkz,Alasdair,Mepham,amephamkz@unicef.org,8 Delaware Park,Boston,Massachusetts,Agender,0.39,0.87,0.71,0.97,3
757,bskeermerl0,Berget,Skeermer,bskeermerl0@virginia.edu,80 Vermont Trail,Durham,North Carolina,Polygender,0.07,0.61,0.1,0.04,41
759,gburrowsl2,Gusti,Burrows,gburrowsl2@nih.gov,073 Waubesa Avenue,Milwaukee,Wisconsin,Polygender,0.3,0.07,0.17,0.85,59
760,fgiorgiellil3,Fania,Giorgielli,fgiorgiellil3@goo.gl,5 Marquette Trail,Jamaica,New York,Non-binary,0.85,0.46,0.86,0.65,60
761,yandryuninl4,Yulma,Andryunin,yandryuninl4@ameblo.jp,7 Warner Drive,Fort Lauderdale,Florida,Male,0.17,0.7,0.71,0.63,87
762,jthornallyl5,Janean,Thornally,jthornallyl5@paginegialle.it,6 Chive Hill,Evansville,Indiana,Male,0.05,0.6,0.66,0.88,96
763,rmaccreal6,Romola,Maccrea,rmaccreal6@apple.com,55 Debs Circle,San Jose,California,Agender,0.57,0.45,0.79,0.61,15
764,akuncl7,Alex,Kunc,akuncl7@newyorker.com,7 Melody Street,Trenton,New Jersey,Agender,0.4,0.29,0.2,0.4,78
765,slesurfl8,Shepperd,Le Surf,slesurfl8@ocn.ne.jp,81 Dovetail Point,Atlanta,Georgia,Non-binary,0.81,0.47,0.51,0.66,52
